26	1351882800.00000	1483156740.00000
77	1402012800.00000	1483151580.00000
93	1354989600.00000	1483151400.00000
114	1381863600.00000	1483156740.00000
171	1335985200.00000	1483160340.00000
187	1337108400.00000	1483174740.00000
252	1355248800.00000	1483153140.00000
364	1398816000.00000	1449792000.00000
370	1341964800.00000	1483153140.00000
379	1443225600.00000	1483169820.00000
483	1435017600.00000	1483153140.00000
499	1381431600.00000	1483156560.00000
545	1344798000.00000	1483163940.00000
555	1347908400.00000	1406833140.00000
585	1325376000.00000	1483156740.00000
624	1351364400.00000	1483160340.00000
661	1378580400.00000	1483171140.00000
668	1410998400.00000	1483167540.00000
744	1325376000.00000	1483156740.00000
781	1405641600.00000	1483171140.00000
861	1332183600.00000	1448906340.00000
890	1335985200.00000	1483153140.00000
936	1381345200.00000	1460872740.00000
974	1405123200.00000	1483158600.00000
991	1335920400.00000	1346371200.00000
1103	1335985200.00000	1483171140.00000
1153	1355248800.00000	1426982340.00000
1169	1336762800.00000	1483160340.00000
1185	1337713200.00000	1482997080.00000
1192	1347908400.00000	1483171140.00000
1283	1335985200.00000	1483174740.00000
1354	1452643200.00000	1483162440.00000
1415	1405382400.00000	1483171140.00000
1464	1350673200.00000	1394042340.00000
1508	1355248800.00000	1435804320.00000
1601	1336762800.00000	1414436340.00000
1642	1336762800.00000	1483169940.00000
1697	1337972400.00000	1483169520.00000
1714	1344452400.00000	1483171140.00000
1718	1337108400.00000	1483160340.00000
1782	1337648400.00000	1404673140.00000
1790	1398988800.00000	1483160340.00000
1791	1394668800.00000	1473670740.00000
1792	1335985200.00000	1483167540.00000
1800	1355248800.00000	1483151700.00000
1801	1351364400.00000	1483167540.00000
2018	1384365600.00000	1483163940.00000
2072	1337108400.00000	1483173120.00000
2094	1335985200.00000	1483160340.00000
2129	1337108400.00000	1483160340.00000
2199	1337108400.00000	1483174740.00000
2233	1335985200.00000	1483169820.00000
2335	1337990400.00000	1483167540.00000
2337	1336762800.00000	1483160340.00000
2361	1399939200.00000	1474937940.00000
2461	1398124800.00000	1483156740.00000
2470	1342708920.00000	1455417300.00000
2557	1358791200.00000	1483162320.00000
2575	1352419200.00000	1483167540.00000
2742	1360346400.00000	1480840260.00000
2755	1335985200.00000	1483173180.00000
2814	1337022000.00000	1483155300.00000
2818	1350759600.00000	1483171140.00000
2864	1349463600.00000	1439437440.00000
2925	1337108400.00000	1483163940.00000
2945	1337108400.00000	1483160340.00000
2965	1338422400.00000	1483171140.00000
2980	1335985200.00000	1483156740.00000
2986	1337108400.00000	1483162260.00000
3009	1393178400.00000	1483155000.00000
3036	1342137600.00000	1477472340.00000
3039	1351278000.00000	1483167540.00000
3044	1395446400.00000	1483163940.00000
3126	1423699200.00000	1481513520.00000
3134	1347908400.00000	1483156740.00000
3192	1337648400.00000	1468735140.00000
3224	1335985200.00000	1440730740.00000
3310	1414972800.00000	1483145940.00000
3367	1351364400.00000	1483156740.00000
3456	1350673200.00000	1483158840.00000
3506	1408147200.00000	1483171140.00000
3527	1335985200.00000	1483158900.00000
3538	1398470400.00000	1482904740.00000
3544	1335985200.00000	1427795940.00000
3632	1335920400.00000	1369958400.00000
3635	1337108400.00000	1478489520.00000
3649	1364428800.00000	1483160340.00000
3719	1337108400.00000	1472970660.00000
3723	1338304140.00000	1474610340.00000
3736	1367953200.00000	1483156740.00000
3829	1381345200.00000	1480146840.00000
3849	1409184000.00000	1483163940.00000
3918	1347908400.00000	1483163940.00000
3935	1337108400.00000	1483169460.00000
3964	1337626800.00000	1381690740.00000
3967	1337108400.00000	1483167540.00000
4031	1351969200.00000	1483174740.00000
4135	1353607200.00000	1433213280.00000
4154	1345748400.00000	1483167540.00000
4193	1335985200.00000	1479265140.00000
4296	1372618800.00000	1482371940.00000
4297	1395187200.00000	1483163940.00000
4302	1347908400.00000	1443407820.00000
4336	1376438400.00000	1480577640.00000
4357	1335985200.00000	1483162560.00000
4373	1338490800.00000	1483155360.00000
4447	1335985200.00000	1483165860.00000
4514	1372291200.00000	1483169700.00000
4526	1345316400.00000	1483167540.00000
4732	1400889600.00000	1429671540.00000
4767	1341946800.00000	1483171140.00000
4874	1372186800.00000	1483160340.00000
4922	1360864800.00000	1435201140.00000
4957	1342569600.00000	1483167540.00000
5035	1408406400.00000	1483151580.00000
5129	1332183600.00000	1483153140.00000
5218	1346439600.00000	1483171140.00000
5246	1335985200.00000	1458449940.00000
5275	1335985200.00000	1483167540.00000
5357	1348772400.00000	1483163940.00000
5395	1351796400.00000	1477807140.00000
5403	1337713200.00000	1483167540.00000
5438	1335920400.00000	1346284800.00000
5439	1335985200.00000	1483162320.00000
5450	1437782400.00000	1483163100.00000
5545	1372705200.00000	1483153140.00000
5615	1335985200.00000	1483155060.00000
5738	1335985200.00000	1483167540.00000
5749	1425686400.00000	1483173540.00000
5784	1433548800.00000	1483171140.00000
5785	1335985200.00000	1483153140.00000
5786	1378926000.00000	1448431140.00000
5796	1335985200.00000	1483151640.00000
5817	1335985200.00000	1451520000.00000
5874	1354989600.00000	1483151640.00000
5892	1335985200.00000	1483163760.00000
5921	1402358400.00000	1483153140.00000
5972	1350586800.00000	1483167540.00000
6061	1392141600.00000	1483155300.00000
6063	1405468800.00000	1483153140.00000
6121	1345057200.00000	1483156740.00000
6139	1347735600.00000	1483153140.00000
6248	1425513600.00000	1483153140.00000
6266	1335985200.00000	1483169880.00000
6348	1405123200.00000	1483153140.00000
6412	1352419200.00000	1483174740.00000
6423	1335985200.00000	1483158960.00000
6545	1335985200.00000	1396137600.00000
6643	1335985200.00000	1483153140.00000
6691	1394064000.00000	1483155240.00000
6836	1395792000.00000	1478919540.00000
6871	1337886000.00000	1433990760.00000
6941	1351623600.00000	1483151640.00000
6979	1336698000.00000	1371081600.00000
6990	1342179900.00000	1483153140.00000
