7016	1335985200.00000	1483173240.00000
7017	1390500000.00000	1483153140.00000
7030	1375729200.00000	1483166220.00000
7036	1409338800.00000	1422230340.00000
7108	1337367600.00000	1483167540.00000
7240	1335985200.00000	1381085940.00000
7429	1335985200.00000	1483156500.00000
7504	1355248800.00000	1483163940.00000
7510	1345230000.00000	1469581140.00000
7536	1351191600.00000	1483151580.00000
7560	1408406400.00000	1483173420.00000
7627	1335985200.00000	1483167540.00000
7680	1352224800.00000	1483162560.00000
7719	1400112000.00000	1483153140.00000
7731	1335985200.00000	1483160340.00000
7739	1335985200.00000	1483158840.00000
7767	1335985200.00000	1479530280.00000
7788	1382641200.00000	1483167540.00000
7793	1398297600.00000	1483153140.00000
7800	1346526000.00000	1483160340.00000
7850	1337108400.00000	1483151700.00000
7863	1342810800.00000	1457149200.00000
7875	1359072000.00000	1483151640.00000
7900	1400007600.00000	1483169820.00000
7940	1355248800.00000	1483171140.00000
7965	1386028800.00000	1483163940.00000
7982	1361556000.00000	1415901540.00000
7989	1346958000.00000	1483155120.00000
8046	1376247600.00000	1483160340.00000
8047	1366070400.00000	1396828800.00000
8059	1408752000.00000	1483160340.00000
8084	1335985200.00000	1483173300.00000
8086	1389636000.00000	1483171140.00000
8092	1361642400.00000	1483173300.00000
8155	1335985200.00000	1448857860.00000
8156	1402444800.00000	1483162500.00000
8197	1380394800.00000	1483171140.00000
8236	1353175200.00000	1483163940.00000
8243	1403290800.00000	1483160340.00000
8419	1345230000.00000	1483153140.00000
8467	1366570800.00000	1483153140.00000
8597	1351278000.00000	1413917940.00000
8626	1337108400.00000	1483169580.00000
8645	1361923200.00000	1483167540.00000
8669	1342780260.00000	1472194740.00000
8741	1362592800.00000	1473839940.00000
8767	1394755200.00000	1483153140.00000
8829	1337108400.00000	1483165860.00000
8857	1424390400.00000	1483163940.00000
8872	1335920400.00000	1370825940.00000
8890	1335985200.00000	1457060340.00000
8967	1335985200.00000	1445453940.00000
8995	1407456000.00000	1483151580.00000
9001	1419897600.00000	1483156740.00000
9019	1348167600.00000	1483174740.00000
9052	1347908400.00000	1483166100.00000
9121	1347908400.00000	1483151580.00000
9134	1398816000.00000	1483160340.00000
9160	1335985200.00000	1483160340.00000
9235	1437645060.00000	1483169160.00000
9248	1384538400.00000	1483173300.00000
9278	1396983600.00000	1479797940.00000
9451	1335920400.00000	1373504340.00000
9509	1335985200.00000	1391623140.00000
9631	1337108400.00000	1483158660.00000
9647	1382986800.00000	1483171140.00000
9729	1350932400.00000	1483174740.00000
9737	1346353200.00000	1483153140.00000
9932	1401494400.00000	1483160340.00000
9935	1409270400.00000	1483167540.00000
9937	1351623600.00000	1483171140.00000
9939	1355767200.00000	1483151700.00000
9942	1379185200.00000	1483169580.00000
9971	1391623200.00000	1483151400.00000
9982	1351068720.00000	1483163940.00000
